formatted_address,geometry,icon,id,name,opening_hours,photos,place_id,plus_code,rating,reference,types,user_ratings_total
"Kostiantynivska St, 24, Kyiv, Ukraine, 01001","{'location': {'lat': 50.4680624, 'lng': 30.5105589}, 'viewport': {'northeast': {'lat': 50.46933007989272, 'lng': 30.51177927989272}, 'southwest': {'lat': 50.46663042010728, 'lng': 30.50907962010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,2e03f6ae8ba5c09c12ff2bc63e99d380eb9f427f,Nova Poshta,{'open_now': True},"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105421293360529663075/photos"">Viacheslav Ognyov</a>'], 'photo_reference': 'CmRaAAAAXZ_TEk38WjMTew56it_0diWJrC-Ye_edK82El5H0dnvol8O9PzBJmE7eaoCCMGLhdRUHj9aM8NomDc3ltFIlW7JLrUy8oFREIz-OsYSVnW-iKjAVo9WFx7Nfuz-gp4IZEhD-mZrd3J_wP965w01SHgv1GhRuhb2jirIUnbB0NDNeHfn5E-rKjA', 'width': 4128}]",ChIJu5zUV2vO1EARToNux-Yl7tY,"{'compound_code': 'FG96+66 Kyiv, Kyiv city', 'global_code': '9G2GFG96+66'}",4.2,ChIJu5zUV2vO1EARToNux-Yl7tY,"['point_of_interest', 'establishment']",597
"Holosiivska St, 2, Kyiv, Ukraine, 01001","{'location': {'lat': 50.403742, 'lng': 30.523316}, 'viewport': {'northeast': {'lat': 50.40498907989272, 'lng': 30.52478747989272}, 'southwest': {'lat': 50.40228942010727, 'lng': 30.52208782010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,f33a4e66f7a4cf102f79caba72f332d6544d5328,Nova Poshta. Branch №43,{'open_now': True},"[{'height': 3036, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104666047287972199704/photos"">Евгений Артёменко</a>'], 'photo_reference': 'CmRaAAAAjAsaV7Qvr79DhbqXQUsZaFUmedFb4asRbSjL_P1enQEXCMUtV29-8dFQr5VY8SV6CnjDSTm0pIc0rwdfuXkpp3uvsS6qAamq7F4OZvOzY2TcED7fR2Om0auG2wZ5sQd2EhCaPjjMkAEPgtHBZslQJ634GhTnQ0bHKDFIEfrfmBfDcnqzLJpCyw', 'width': 4048}]",ChIJ3ynswknP1EARzW28-0Jo4A0,"{'compound_code': 'CG3F+F8 Kyiv, Kyiv city', 'global_code': '9G2GCG3F+F8'}",4.2,ChIJ3ynswknP1EARzW28-0Jo4A0,"['point_of_interest', 'establishment']",524
"Naberezhno-Khreshachatyts'ka St, 33, Kyiv, Київська обл., Ukraine, 04071","{'location': {'lat': 50.46969860000001, 'lng': 30.5229903}, 'viewport': {'northeast': {'lat': 50.47109092989272, 'lng': 30.52440207989272}, 'southwest': {'lat': 50.46839127010728, 'lng': 30.52170242010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,27a0313308fa63f8a68c79f3bf686bfee2cc0dd2,Nova Poshta,{'open_now': True},"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110617013776121480350/photos"">юрий владимирович</a>'], 'photo_reference': 'CmRaAAAARKjghZ53nj-Sws4A2uH_XF7tWivLx9LFj7FsEW36tsaceUjUmPcdRakQMmHbWj1zabKAlIIjqDBpRPUclQBnOdL2oqbMgP10LwgZdBVP8DO992JVjfuaTkXzUhJGfqo7EhDC3r2-3muBKNj6Qe26MYciGhQKfnp9ny9JfL3qFIAKrK16qWIuvg', 'width': 3264}]",ChIJVc8VqhbO1EARXIzNuUc8Hu4,"{'compound_code': 'FG9F+V5 Kyiv, Kyiv city', 'global_code': '9G2GFG9F+V5'}",3.9,ChIJVc8VqhbO1EARXIzNuUc8Hu4,"['point_of_interest', 'establishment']",137
"зі сторони, Київ, Полтавська, Viacheslava Chornovola St, 10, Kyiv, Ukraine, 04053","{'location': {'lat': 50.4556319, 'lng': 30.4866309}, 'viewport': {'northeast': {'lat': 50.45702562989271, 'lng': 30.48795862989272}, 'southwest': {'lat': 50.45432597010727, 'lng': 30.48525897010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,5ba0b0141db8b579d1e8ed1ab07db56989bf5cfd,Nova Poshta,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114812012456362987703/photos"">Sergey Zhuravel</a>'], 'photo_reference': 'CmRaAAAA6uB13c791QSY-mHkf391vVi_R1vlgDUMIMv2WwnnFAUFN5g3Ld-N32t0zmfihpMzNZNJVvr7evsuSPtodRgWz1YypmifNYqYQhnxL1evCZlVfUzdVnfs_inmW8XnKKYPEhC06zfRgNl6fgDIzSb4v_udGhR0MnTYtgm87BhiBpx_OJSHbVJVGA', 'width': 4032}]",ChIJ42bkzXzO1EARTBoHVJJyvlE,"{'compound_code': 'FF4P+7M Kyiv, Kyiv city', 'global_code': '9G2GFF4P+7M'}",4.5,ChIJ42bkzXzO1EARTBoHVJJyvlE,"['point_of_interest', 'establishment']",126
"Київ, Михайла Максимовича (ран. О, Mykhaila Maksymovycha St, 6, Kyiv, Ukraine, 03022","{'location': {'lat': 50.39308949999999, 'lng': 30.4793728}, 'viewport': {'northeast': {'lat': 50.39436742989272, 'lng': 30.48107957989272}, 'southwest': {'lat': 50.39166777010728, 'lng': 30.47837992010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,c2a5a67c6199434e6efa6f40691506b853d0c741,Nova Poshta Office #249,{'open_now': True},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111908864083105389383/photos"">Serhii Rafalskyi</a>'], 'photo_reference': 'CmRaAAAAj9XkUxSwm0bTNu3k4zQYHqSkKwQPdsM2ts2_2iq2wiu5MAkoR2Me_RbBDDz-fV7pTMK-qvUN01t2aJ0f4CyKsrCAnNkiNJv4A5nkohwTS-MPAtLqtWLhhGd_pEuCFw71EhDHKxbLwJ0dcJ2--E69_X9rGhSP7NOVQgr9q1QZrsjeI6Ye4YMXsA', 'width': 4496}]",ChIJd_brWNnI1EAR5we2Nj0Ar3M,"{'compound_code': '9FVH+6P Kyiv, Kyiv city', 'global_code': '9G2G9FVH+6P'}",4.4,ChIJd_brWNnI1EAR5we2Nj0Ar3M,"['point_of_interest', 'establishment']",208
"Molodohvardiiska St, 22, Kyiv, Ukraine, 03151","{'location': {'lat': 50.4231932, 'lng': 30.4511197}, 'viewport': {'northeast': {'lat': 50.42447692989272, 'lng': 30.45213622989272}, 'southwest': {'lat': 50.42177727010727, 'lng': 30.44943657010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,50e2ade0bbdd0bbd9195594a1626a9dbedbff3c6,Nova Poshta №18,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117442640883665831698/photos"">Митяй Киевский</a>'], 'photo_reference': 'CmRaAAAApIWKbbCvy5iN3KHQ0opHBKiNuT7JeoONS-NOpMgYysGDyvlubz2oea1q9HxzP5Paas0C9oIJ40SAH4yzZNNiwliH4Rn27QUVL0MLzQ-CEyfYJOT75rdWhZEqEBAj7UI2EhCB7DcX_gP7mTEkOAjRXMv3GhR7IB0u0y0elxmwCLSOwxNYDbca0Q', 'width': 4032}]",ChIJwaYxh7HO1EARap2Xl99UmVs,"{'compound_code': 'CFF2+7C Kyiv, Kyiv city', 'global_code': '9G2GCFF2+7C'}",4.0,ChIJwaYxh7HO1EARap2Xl99UmVs,"['point_of_interest', 'establishment']",797
"Yaroslavska St, 56А, Kyiv, Ukraine, 04071","{'location': {'lat': 50.471407, 'lng': 30.5175096}, 'viewport': {'northeast': {'lat': 50.47281182989272, 'lng': 30.51876962989272}, 'southwest': {'lat': 50.47011217010727, 'lng': 30.51606997010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,e418201a1f45bed6c3429ed5828e77cac3141259,Nova Poshta Office,{'open_now': True},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106504455370390132254/photos"">Вячеслав Литвиненко</a>'], 'photo_reference': 'CmRaAAAAzfL48ATbXsU42NktGpPCraDeQICdofzowIlSZfgqrO5-VLAcK0sMmP1kEqiO8A23Y5ewAgIy9gT1ykgbPROJKPES4nHskk7Z_B5E7MdsV66bp7PO_qhdCs8mZCr6NLJVEhAXgeiHujuniJzcGjKdjppOGhRPqmV-0uELH4sUTytFHFtr5fmDnA', 'width': 1920}]",ChIJm12aPBTO1EARTMWBtdnMnLk,"{'compound_code': 'FGC9+H2 Kyiv, Kyiv city', 'global_code': '9G2GFGC9+H2'}",4.1,ChIJm12aPBTO1EARTMWBtdnMnLk,"['point_of_interest', 'establishment']",77
"ТРЦ ""Gulliver, Sportyvna Square, 1, Kyiv, Ukraine, 01601","{'location': {'lat': 50.4383707, 'lng': 30.5228069}, 'viewport': {'northeast': {'lat': 50.43963187989272, 'lng': 30.52426032989272}, 'southwest': {'lat': 50.43693222010727, 'lng': 30.52156067010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,51e5cc6099b421a327b97091773175a3717daa7a,Novaya Pochta,{'open_now': True},"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105832100112394169874/photos"">Aleksandr bogdanov</a>'], 'photo_reference': 'CmRaAAAAEjZEx8HD9xokWBaau9KmrC06odyzHZ5WSTFWZPBbpgwg0hKpmWfy-PsuULjU1GNtSmb8Q39aFv0oNfbPhJdK4mt7wjRzUAIGroNCAD4WxQI0bFh9H0Q8GgTgE3t6JxwNEhA6NBEg77gz6F1iFH2zqMboGhTspjkn6WbMc82oFY_xkM66kL2OqA', 'width': 960}]",ChIJEUZIO_7O1EAR7WFzgDJKP6Y,"{'compound_code': 'CGQF+84 Kyiv, Kyiv city', 'global_code': '9G2GCGQF+84'}",3.1,ChIJEUZIO_7O1EAR7WFzgDJKP6Y,"['point_of_interest', 'establishment']",107
"Київ, Патріарха Мстислава Скрипника, ран. Островського, 60, Kyiv, Ukraine, 03035","{'location': {'lat': 50.4330633, 'lng': 30.477155}, 'viewport': {'northeast': {'lat': 50.43442822989272, 'lng': 30.47859707989273}, 'southwest': {'lat': 50.43172857010727, 'lng': 30.47589742010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,01c58a56b64e403879ea1d39c59f08ba4befaf58,Нова Пошта №55,{'open_now': True},"[{'height': 3088, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101108149194374388848/photos"">Alex Delsian</a>'], 'photo_reference': 'CmRaAAAA8tJQa6P0o_sRYaE6LhTI4UxRQkfLTa4gk4q1DEiFoRyVY0PQum87ruwfTemLNrLtTz9HsGqP7y6Cnl2nI1sWeJGugNhMO1BGR5-YIcscxucPgVyYGfzpr7FsdMaiqhF8EhBO7-bw-xw2_JskKepoIXU0GhQlZ-nqsxBXQQKc7BnXTq0mCg53kw', 'width': 5088}]",ChIJi2igUJXO1EAReLG0HfTDA_8,"{'compound_code': 'CFMG+6V Kyiv, Kyiv city', 'global_code': '9G2GCFMG+6V'}",3.9,ChIJi2igUJXO1EAReLG0HfTDA_8,"['point_of_interest', 'establishment']",524
"Peremohy Ave, 80/57, Kyiv, Ukraine, 01001","{'location': {'lat': 50.4585629, 'lng': 30.4235079}, 'viewport': {'northeast': {'lat': 50.45979112989272, 'lng': 30.42498647989272}, 'southwest': {'lat': 50.45709147010727, 'lng': 30.42228682010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,be8760405e219ed96e9991e215bcdce60caa4599,Nova Poshta Office,{'open_now': True},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100035231459618774609/photos"">Dima X</a>'], 'photo_reference': 'CmRaAAAAPhKCNzOs28-pTuDvzty_MzDfDHseuhHBydy2z-e9lKPMdBWyKPLoEMM3k2949poNTtcQVhjzNnbXN4MWtR8VZDRHst8TZZrj0ejAOBslD0WLfC75T4eBuLqpta7WeW84EhCRYaiaBSY1ecEDdM1DWGjDGhTleXu1O9FfVwTriuTxlM2yMckRtg', 'width': 4160}]",ChIJyWJyO0bM1EAR_epMjHI_MYM,"{'compound_code': 'FC5F+CC Kyiv, Kyiv city', 'global_code': '9G2GFC5F+CC'}",4.1,ChIJyWJyO0bM1EAR_epMjHI_MYM,"['point_of_interest', 'establishment']",586
"маг. ""Фуршет, Starovokzalna St, 23, Kyiv, Ukraine, 01032","{'location': {'lat': 50.443628, 'lng': 30.4899359}, 'viewport': {'northeast': {'lat': 50.44515077989272, 'lng': 30.49119617989272}, 'southwest': {'lat': 50.44245112010728, 'lng': 30.48849652010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,90e9508b0b940b4772f35464930db34f381e3c42,Нова Пошта №102,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106179921162904706102/photos"">Sergey Pritulo</a>'], 'photo_reference': 'CmRaAAAAC2G06O8zMcOiTUZQ8vrRIFlZGtlVmUggRK7PxEmMcBJIPAkaeswfYaStWN5XniNxiNz6eUQ19iYlFD2UN0UBiMJUVwiGbO1tPF31VZ9axXVMY09aKJRlo5TeuPVVeL-JEhBxw30yLHAoL4mcd9i3e2M-GhToPFFZQsrWPCjvnZKqb1wQDj1opw', 'width': 3024}]",ChIJySPw2YzO1EARDp4f7MgnQxI,"{'compound_code': 'CFVQ+FX Kyiv, Kyiv city', 'global_code': '9G2GCFVQ+FX'}",4.1,ChIJySPw2YzO1EARDp4f7MgnQxI,"['point_of_interest', 'establishment']",83
"Київ, Перемоги, 60 (ТЦ, Народний провулок, Kyiv, Ukraine, 03057","{'location': {'lat': 50.4572718, 'lng': 30.4351545}, 'viewport': {'northeast': {'lat': 50.45863342989272, 'lng': 30.43650977989272}, 'southwest': {'lat': 50.45593377010728, 'lng': 30.43381012010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,8cc1b91754a3cfe661b9e86fcd1f28f57a98c02e,Nova Poshta Office #349,{'open_now': True},"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103914344235586177732/photos"">Asan Kanatov</a>'], 'photo_reference': 'CmRaAAAANDgiAFWzCPmVhyRwENzU8MUlimpIYCPDMZeLJ1dDCNY9NKQoLAhGT9-a7yh1Y0pONnpUGzGY7i6DYTjOwFaL5TwYzUEB4F1jBrVhEZKXzbT11YNsLm4b5c6tr_OxoCLsEhCptCjNTlqRRQq2UF6DZkx_GhRdLuJgYK9-r8WuEOnBS57gbVP_XQ', 'width': 2340}]",ChIJp8gxbDfM1EARAe7mzCbSPkQ,"{'compound_code': 'FC4P+W3 Kyiv, Kyiv city', 'global_code': '9G2GFC4P+W3'}",4.1,ChIJp8gxbDfM1EARAe7mzCbSPkQ,"['point_of_interest', 'establishment']",119
"Київ, Вільямса Академіка, 5, прим. 200, Kyiv, Ukraine, 03189","{'location': {'lat': 50.3888845, 'lng': 30.4634591}, 'viewport': {'northeast': {'lat': 50.39016482989272, 'lng': 30.46490247989272}, 'southwest': {'lat': 50.38746517010728, 'lng': 30.46220282010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,529f37514a15ea48b763e563e90b28d78d884fc1,Nova Poshta,{'open_now': True},"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113855290595022369957/photos"">Игорь Сокол</a>'], 'photo_reference': 'CmRaAAAATGQkEuP3-hn4BkxvBZgEV1wMeWp8xNwOjFqDswHASlhePaKXo0ck0tXLfRCroY1QPQhAJoCxcM2BbNQ0KunOxVSrAGXfzKQ_wMqZ7cUEPmUr5nIdG3t0rb3Pp03G0uwrEhBEF1yQlHrLPh_sOAiaw6hJGhSAwE8IYy9rWeyVqVEaK1bxARNrkQ', 'width': 3120}]",ChIJaziWA-LL1EARbsuoz-IZr3k,"{'compound_code': '9FQ7+H9 Kyiv, Kyiv city', 'global_code': '9G2G9FQ7+H9'}",3.6,ChIJaziWA-LL1EARbsuoz-IZr3k,"['point_of_interest', 'establishment']",31
"Vasylkivska St, 55, Kyiv, Ukraine, 01001","{'location': {'lat': 50.3834775, 'lng': 30.4790252}, 'viewport': {'northeast': {'lat': 50.38488412989273, 'lng': 30.48012007989272}, 'southwest': {'lat': 50.38218447010728, 'lng': 30.47742042010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,08530115bb6143caf6f3856bb2e95cbd44c5de8b,Nova Poshta #64,{'open_now': True},"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104537920336074024889/photos"">Georgii M</a>'], 'photo_reference': 'CmRaAAAA7bOYiRx3gfOEamoT3Ao4k2S-661SnCpL2qFulYGz8lv6YZqtq__9yjqcRZZ6OR8bE_senrIG5pEYkyd8gFAsNShoPuqDSthjeTC9B0laKjXimPgYT_xbWMZHkA6uNxyyEhDHxkbPjRgO1ZGx9FjqSzFEGhRjZ-eaCbMLyKkF1k--IsT7VYs_oQ', 'width': 4160}]",ChIJtRI6hujI1EARoowxdRpimc0,"{'compound_code': '9FMH+9J Kyiv, Kyiv city', 'global_code': '9G2G9FMH+9J'}",4.1,ChIJtRI6hujI1EARoowxdRpimc0,"['point_of_interest', 'establishment']",542
"Patriarkha Mstyslava Skrypnyka St, 5, Kyiv, Ukraine, 03124","{'location': {'lat': 50.4364514, 'lng': 30.4872889}, 'viewport': {'northeast': {'lat': 50.43785362989271, 'lng': 30.48856787989272}, 'southwest': {'lat': 50.43515397010727, 'lng': 30.48586822010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,c84639b48190c7a0c3ddd8468924ac4a6c57eb89,Нова Пошта №163,{'open_now': True},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110332345406503862937/photos"">Ksusha Chernata</a>'], 'photo_reference': 'CmRaAAAA4uJZlAm2Glj5R8EnA1ySiaYNQzg7gvp70s5QZVf8-UcVjsg-8TZMcU-qQNGyghUxEBU3Z4ag0wXhZxzp9HrarJS9jc1OitVxg3yY2UfDT4Ky1MJnONoo1qmCvrOPl_VFEhAiEziavcGEiVEIpPUsiucZGhS_n-5BZCqy2GFcsPYyffjNu_iVDQ', 'width': 4608}]",ChIJleZvpxTM1EAR3WAi_hCnynM,"{'compound_code': 'CFPP+HW Kyiv, Kyiv city', 'global_code': '9G2GCFPP+HW'}",3.9,ChIJleZvpxTM1EAR3WAi_hCnynM,"['point_of_interest', 'establishment']",113
"Mykhaila Boichuka St, 7/11, Kyiv, Ukraine, 01103","{'location': {'lat': 50.4157157, 'lng': 30.549615}, 'viewport': {'northeast': {'lat': 50.41706357989272, 'lng': 30.55064432989272}, 'southwest': {'lat': 50.41436392010728, 'lng': 30.54794467010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,921860098ee0de3866ba62e96fc72f0c95ee5429,Nova Poshta 48,{'open_now': True},"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117844547400998627426/photos"">A Google User</a>'], 'photo_reference': 'CmRaAAAAWkumuyWFt7NnxsQatqw9DQA1cxz0QagBsu5n9CMJh8SvfmURcjyB-p3ORqhJebWxVWaQwVgsboVKwqsNL1WXwx_X6dqM73sLkCMSzOEajJ0fROtC_I_YJmtP1qjzxEjSEhDqWm2GH3hoVzB95rNkb5lRGhQDe4fB8S519gu4R3hq5ojShPb9Qw', 'width': 4128}]",ChIJi7h8FmnP1EARg1BX9F7QuZk,"{'compound_code': 'CG8X+7R Kyiv, Kyiv city', 'global_code': '9G2GCG8X+7R'}",4.1,ChIJi7h8FmnP1EARg1BX9F7QuZk,"['point_of_interest', 'establishment']",437
"Peremohy Ave, 7в, Kyiv, Ukraine, 01135","{'location': {'lat': 50.4475748, 'lng': 30.4856722}, 'viewport': {'northeast': {'lat': 50.44883647989272, 'lng': 30.48693317989272}, 'southwest': {'lat': 50.44613682010728, 'lng': 30.48423352010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,cb5f29ae081714391e138312e7d699e31313be18,Novaya Pochta,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101108149194374388848/photos"">Alex Delsian</a>'], 'photo_reference': 'CmRaAAAA3HUVLQxzdGEUHeH1ACqqgoyGkVhKzrZ7ciCdangAdhHiTJc3nd_mIGLrh54DK7QTRI7e_92tbvW0u74lJ-PAN-OJFpI8D47WMqrM-NUt6XVV2c4c8f1fn-kPk4P8ts4qEhCX9I1yxZDF1izSik8Zml6fGhSWK_y1Z9efCrj06PQBYsBBxAC3iw', 'width': 4032}]",ChIJf89DVInO1EARbQj5YmEwA4M,"{'compound_code': 'CFXP+27 Kyiv, Kyiv city', 'global_code': '9G2GCFXP+27'}",4.4,ChIJf89DVInO1EARbQj5YmEwA4M,"['point_of_interest', 'establishment']",249
"Київ, Михайла Бойчука, ран. Кіквідзе, 25а, Kyiv, Ukraine, 01103","{'location': {'lat': 50.4106114, 'lng': 30.5500425}, 'viewport': {'northeast': {'lat': 50.41198877989272, 'lng': 30.55147522989271}, 'southwest': {'lat': 50.40928912010727, 'lng': 30.54877557010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,20e89acedf6abf0ef2465a72af16a4221408755d,Nova Poshta. Office #26,{'open_now': True},"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112784630221319471171/photos"">Михаил Ковальчук</a>'], 'photo_reference': 'CmRaAAAAcl9kTQ-KAp_JXLL3DMwzg8DTMMYKRyznEapC5gRBl-lF82P4WvMTcF86hrj0qtQHkn83_KIkkgosjOmVWLl_HhsYYiQ4XMmWKkMqkUYOzscKmqbSD5ZCnCsS13-o_gZNEhBOvzpfR6SUZx1flThpn7sgGhTNuDsCJnaYF4A_7ZE-N9BtmZtWCg', 'width': 5312}]",ChIJN1iWmjbQ1EARy32wGXu41QE,"{'compound_code': 'CH62+62 Kyiv, Kyiv city', 'global_code': '9G2GCH62+62'}",4.3,ChIJN1iWmjbQ1EARy32wGXu41QE,"['point_of_interest', 'establishment']",176
"маг. ""Велика Кишеня, Saperno-Slobidska St, 10, Kyiv, Ukraine, 03028","{'location': {'lat': 50.40389829999999, 'lng': 30.5310852}, 'viewport': {'northeast': {'lat': 50.40520717989271, 'lng': 30.53241547989272}, 'southwest': {'lat': 50.40250752010727, 'lng': 30.52971582010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,6c208e73f18a665380fa0bd7dd783cefad999dee,Nova Poshta №119,{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103941619821264888707/photos"">Alex Kovalchuk</a>'], 'photo_reference': 'CmRaAAAAO5H6c3s8v8LJYgz8LTqXmhsUDCMf-uQHGAyymFf0IwnrQGcNrctbSDHGVQ8SpavBTUPPivUtmBiieY_OlUXb_QucSVekpYSFI05Ts12EgGNELzjYdfIxe8CvwNOkixpqEhC4g0uuMGx5nL7XyXNjehj8GhQg0-cLPbHWUBaU2QlSZrgNGrI5nw', 'width': 3000}]",ChIJjwtck0jP1EARSb5mDTiK8cg,"{'compound_code': 'CG3J+HC Kyiv, Kyiv city', 'global_code': '9G2GCG3J+HC'}",3.8,ChIJjwtck0jP1EARSb5mDTiK8cg,"['point_of_interest', 'establishment']",80
"Nauky Ave, 35, Kyiv, Ukraine, 03028","{'location': {'lat': 50.3926947, 'lng': 30.5311332}, 'viewport': {'northeast': {'lat': 50.39408557989272, 'lng': 30.53227567989273}, 'southwest': {'lat': 50.39138592010728, 'lng': 30.52957602010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,769bd4699da2caf62cfbfe3a8c5b382febe6ab4c,Nova Poshta. Branch 144,{'open_now': True},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116294312832678603988/photos"">Петр Шинкарчук</a>'], 'photo_reference': 'CmRaAAAA5-cAXQH_9NXfCZqJznzTxZoP432xIiuJlNctekWkGDqyiV3LGZF2OyzUnQEXtFAcTgvVkerdGLEZLatJPFTleSCeX-CKId4wLr3pLAQ3PVQ7S1QxakJLMc-sAnUcyIneEhC2vrOpLL_meGccKj1KgDv3GhT2vvvO1JBpAD9MXsFdXE1Uc1TnXQ', 'width': 4000}]",ChIJ19zNP63I1EARg5KGYrFKcKo,"{'compound_code': '9GVJ+3F Kyiv, Kyiv city', 'global_code': '9G2G9GVJ+3F'}",4.3,ChIJ19zNP63I1EARg5KGYrFKcKo,"['point_of_interest', 'establishment']",486
"Lyatoshyns'koho St, 24, Kyiv, Ukraine, 03191","{'location': {'lat': 50.3802686, 'lng': 30.4465234}, 'viewport': {'northeast': {'lat': 50.38152937989272, 'lng': 30.44771482989272}, 'southwest': {'lat': 50.37882972010728, 'lng': 30.44501517010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,6a2dd86b49388427f56201c1ea683207664325aa,Nova Poshta #56,{'open_now': True},"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104864967047689220964/photos"">sloNICK</a>'], 'photo_reference': 'CmRaAAAAA3N2Sn0LVjeNU2QN310B1dAVnNiIYIV_j7uWeymbxtFQXVe1plKbKECy7lUwzq5JF_LwoBguAcT8OOFKta41-IS41aqnf_eokskM-S09gCTyFGeaVUNEa-9_rJ-iYzXSEhDAT5zzLkphbGplYrJbLnsAGhS6r3DsscTfY8J7c2ATfiQwDfjymQ', 'width': 4128}]",ChIJNXgN6wPJ1EARSMcRHCLSAys,"{'compound_code': '9CJW+4J Kyiv, Kyiv city', 'global_code': '9G2G9CJW+4J'}",4.2,ChIJNXgN6wPJ1EARSMcRHCLSAys,"['point_of_interest', 'establishment']",583
"Київ, Лобановського (ран.Червонозоряний),119, м.Деміїв, Kyiv, Ukraine, 03118","{'location': {'lat': 50.4079822, 'lng': 30.5130394}, 'viewport': {'northeast': {'lat': 50.40934672989272, 'lng': 30.51414367989272}, 'southwest': {'lat': 50.40664707010728, 'lng': 30.51144402010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,c685f7c53c1dc39fbd303e7faf29ffda146b47d9,Nova Poshta11,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104645316581535627340/photos"">Дмитрий Сухоцкий</a>'], 'photo_reference': 'CmRaAAAAMFle-d3wJlZGcmBNmOHEWOObPgyL2YtlWufkTRtdjrCVrrl17JW4u9WKSQ-ZzvnF884V5WwCWArefKqWO2eY7nYcOfqkATZiC2YuMi0RnQW_slFqUakyLff-xiFa0acBEhDDsrgMBXO3aZXlMM2VmOh0GhTvNmbkSCgKfYdhmiBDkKQeIwDDog', 'width': 1960}]",ChIJwxo1GDHP1EAR1mpNtWDXXNU,"{'compound_code': 'CG57+56 Kyiv, Kyiv city', 'global_code': '9G2GCG57+56'}",4.4,ChIJwxo1GDHP1EAR1mpNtWDXXNU,"['point_of_interest', 'establishment']",184
